CANCER_CrudePrev	STROKE_CrudePrev	CHD_CrudePrev	stateabbr	placename	Geolocation	fips_place_tract
5.2	5.6	8.1	AL	Birmingham	(33.57943283260, -86.7228323926)	0107000-01073000100
4.6	5.9	8.3	AL	Birmingham	(33.54282086860, -86.7524339780)	0107000-01073000300
5.2	5.7	8.0	AL	Birmingham	(33.56324496330, -86.7640474064)	0107000-01073000400
5.8	7.7	10.1	AL	Birmingham	(33.54424045940, -86.7749130719)	0107000-01073000500
5.7	9.5	11.4	AL	Birmingham	(33.55254061390, -86.8016893706)	0107000-01073000700
6.5	7.3	10.3	AL	Birmingham	(33.54969778900, -86.8330944744)	0107000-01073000800
6.3	5.2	7.7	AL	Birmingham	(33.54291433250, -86.8756782852)	0107000-01073001100
6.3	6.3	9.0	AL	Birmingham	(33.52787677060, -86.8604161686)	0107000-01073001200
6.8	6.7	9.7	AL	Birmingham	(33.52614972580, -86.8351466060)	0107000-01073001400
5.4	7.3	9.9	AL	Birmingham	(33.52987273420, -86.8197191685)	0107000-01073001500
6.5	7.7	10.7	AL	Birmingham	(33.53729934230, -86.8036590482)	0107000-01073001600
5.1	6.5	8.9	AL	Birmingham	(33.55320509970, -86.7429801603)	0107000-01073001902
5.8	6.7	9.1	AL	Birmingham	(33.55415741060, -86.7167229915)	0107000-01073002000
5.5	5.2	7.7	AL	Birmingham	(33.56500159420, -86.7101024766)	0107000-01073002100
5.2	5.5	7.6	AL	Birmingham	(33.55213012050, -86.7276759508)	0107000-01073002200
4.8	6.5	8.2	AL	Birmingham	(33.53831532070, -86.7270445428)	0107000-01073002303
5.1	2.2	4.3	AL	Birmingham	(33.53334159760, -86.7479566084)	0107000-01073002305
7.2	2.6	5.9	AL	Birmingham	(33.52138735640, -86.7490031289)	0107000-01073002306
4.9	5.5	7.8	AL	Birmingham	(33.52607483090, -86.7830315488)	0107000-01073002400
4.5	4.8	7.3	AL	Birmingham	(33.51760084190, -86.8106887452)	0107000-01073002700
6.2	8.5	11.1	AL	Birmingham	(33.51324988640, -86.8300474900)	0107000-01073002900
4.3	3.8	5.8	AL	Birmingham	(33.51251580940, -86.8577164946)	0107000-01073003001
6.6	8.7	11.1	AL	Birmingham	(33.51225810900, -86.8441439907)	0107000-01073003002
5.3	5.7	8.0	AL	Birmingham	(33.50596557560, -86.8745506086)	0107000-01073003100
5.8	9.2	11.2	AL	Birmingham	(33.50940185020, -86.8859081961)	0107000-01073003200
6.6	7.3	10.4	AL	Birmingham	(33.51712611080, -86.8913819749)	0107000-01073003300
5.3	6.8	9.0	AL	Birmingham	(33.50522292340, -86.9014844656)	0107000-01073003400
5.2	4.9	7.2	AL	Birmingham	(33.50657140110, -86.9195910063)	0107000-01073003500
6.1	5.1	7.5	AL	Birmingham	(33.48476397000, -86.8981392947)	0107000-01073003600
4.8	5.9	7.7	AL	Birmingham	(33.49690185890, -86.8907729426)	0107000-01073003700
5.3	5.1	7.1	AL	Birmingham	(33.47857077940, -86.8900009070)	0107000-01073003802
5.8	5.9	8.2	AL	Birmingham	(33.48594521400, -86.8696921860)	0107000-01073003803
4.7	6.3	8.2	AL	Birmingham	(33.49899593270, -86.8647600038)	0107000-01073003900
6.0	7.3	9.8	AL	Birmingham	(33.49532460150, -86.8516232073)	0107000-01073004000
5.9	7.2	9.9	AL	Birmingham	(33.50074393610, -86.8270720379)	0107000-01073004200
2.2	2.4	3.7	AL	Birmingham	(33.50418575560, -86.8033798346)	0107000-01073004500
6.2	2.4	5.3	AL	Birmingham	(33.50752421480, -86.7836675838)	0107000-01073004701
7.2	2.4	6.0	AL	Birmingham	(33.51199026610, -86.7694550989)	0107000-01073004702
8.0	3.1	7.2	AL	Birmingham	(33.49890640080, -86.7826991400)	0107000-01073004800
5.4	2.4	5.2	AL	Birmingham	(33.49715956450, -86.7917440668)	0107000-01073004901
3.5	2.1	3.9	AL	Birmingham	(33.49358240430, -86.8009294603)	0107000-01073004902
4.0	2.3	4.6	AL	Birmingham	(33.48666897950, -86.8173262831)	0107000-01073005000
5.1	8.1	9.9	AL	Birmingham	(33.49459090080, -86.8347639360)	0107000-01073005101
8.1	7.0	10.3	AL	Birmingham	(33.48571488500, -86.8327817467)	0107000-01073005103
2.8	2.5	3.7	AL	Birmingham	(33.47499418160, -86.8335421747)	0107000-01073005104
6.6	6.3	9.0	AL	Birmingham	(33.48067087750, -86.8508671514)	0107000-01073005200
7.6	3.7	7.5	AL	Birmingham	(33.57664564490, -86.6965590316)	0107000-01073005302
5.8	7.6	10.3	AL	Birmingham	(33.56702938980, -86.8005567213)	0107000-01073005500
9.1	4.1	8.8	AL	Birmingham	(33.52009812340, -86.7272063198)	0107000-01073005600
6.2	5.8	8.2	AL	Birmingham	(33.46295433290, -86.8898406628)	0107000-01073005701
6.8	7.3	10.0	AL	Birmingham	(33.46986913850, -86.8742906020)	0107000-01073005702
3.6	2.3	4.1	AL	Birmingham	(33.47906232500, -86.8128063089)	0107000-01073005800
7.2	4.6	8.3	AL	Birmingham	(33.59716230900, -86.6766736351)	0107000-01073005903
6.4	5.2	8.6	AL	Birmingham	(33.60398845600, -86.7008123418)	0107000-01073005905
6.7	3.5	6.7	AL	Birmingham	(33.61428615010, -86.6691996417)	0107000-01073005907
6.3	5.2	8.5	AL	Birmingham	(33.61829244320, -86.6801483084)	0107000-01073005908
5.3	3.4	5.4	AL	Birmingham	(33.61181177300, -86.7214221514)	0107000-01073005909
4.9	3.5	5.4	AL	Birmingham	(33.62990174990, -86.7194311229)	0107000-01073005910
6.8	8.0	10.9	AL	Birmingham	(33.43637868060, -86.9128923072)	0107000-01073010500
2.8	1.8	2.7	AL	Birmingham	(33.47388615500, -86.8146487762)	0107000-01073010701
3.6	1.7	3.5	AL	Birmingham	(33.44437094420, -86.8405352645)	0107000-01073010706
7.2	2.0	4.7	AL	Birmingham	(33.51409785300, -86.7466971362)	0107000-01073010801
11.0	2.7	7.4	AL	Birmingham	(33.48854934770, -86.7808430240)	0107000-01073010802
5.6	2.4	4.8	AL	Birmingham	(33.52290938920, -86.7102618642)	0107000-01073010803
7.6	3.6	6.3	AL	Birmingham	(33.49527924720, -86.6987184974)	0107000-01073010805
6.3	3.4	6.4	AL	Birmingham	(33.61594364330, -86.6557892507)	0107000-01073011104
4.5	3.3	5.0	AL	Birmingham	(33.67188487060, -86.6772510465)	0107000-01073011207
4.5	3.7	5.5	AL	Birmingham	(33.65571899920, -86.7050698349)	0107000-01073011209
3.4	3.5	4.2	AL	Birmingham	(33.66418937550, -86.6956170686)	0107000-01073011210
5.1	3.8	5.8	AL	Birmingham	(33.62525751730, -86.6998610409)	0107000-01073011803
4.3	3.5	5.2	AL	Birmingham	(33.64749161750, -86.7042974424)	0107000-01073011804
6.7	4.7	7.5	AL	Birmingham	(33.59314018500, -86.7357930541)	0107000-01073011904
10.8	7.8	12.4	AL	Birmingham	(33.59194861120, -86.8643840680)	0107000-01073012001
5.7	2.6	5.6	AL	Birmingham	(33.55428163520, -87.0544691416)	0107000-01073012302
5.6	3.8	5.9	AL	Birmingham	(33.46953580640, -86.9683173900)	0107000-01073012305
5.1	3.3	5.0	AL	Birmingham	(33.55719510480, -86.8777935049)	0107000-01073012401
6.6	4.4	8.1	AL	Birmingham	(33.54998417200, -86.8994543327)	0107000-01073012402
6.7	6.6	10.0	AL	Birmingham	(33.52916048600, -86.9346476445)	0107000-01073012500
7.4	5.6	10.0	AL	Birmingham	(33.57016467400, -86.6664305820)	0107000-01073012602
3.3	1.1	2.5	AL	Birmingham	(33.46811809430, -86.6671888213)	0107000-01073012703
6.4	2.2	5.6	AL	Birmingham	(33.50341959080, -86.6180983403)	0107000-01073012704
2.9	0.9	1.9	AL	Birmingham	(33.44394258650, -86.7212936938)	0107000-01073012803
7.6	8.5	11.8	AL	Birmingham	(33.46604181000, -86.8567287797)	0107000-01073013002
6.8	7.5	10.3	AL	Birmingham	(33.44880214000, -86.8878401579)	0107000-01073013100
6.7	7.7	10.6	AL	Birmingham	(33.43964435690, -86.9248768665)	0107000-01073013300
6.6	5.3	8.3	AL	Birmingham	(33.47293849060, -86.9547337648)	0107000-01073013901
4.0	2.0	3.3	AL	Birmingham	(33.42446588290, -86.8841474217)	0107000-01073014302
5.0	1.4	3.4	AL	Birmingham	(33.42265931170, -86.8508620751)	0107000-01073014413
4.9	1.8	3.9	AL	Birmingham	(33.43959751930, -86.6735959359)	0107000-01117030213
2.8	1.0	2.0	AL	Birmingham	(33.42586612390, -86.7138193560)	0107000-01117030303
2.9	1.2	2.0	AL	Hoover	(33.40451614030, -86.7876502287)	0135896-01073012906
6.8	2.5	5.8	AL	Hoover	(33.40268739120, -86.7709450690)	0135896-01073012907
5.8	2.7	5.8	AL	Hoover	(33.39849466050, -86.7988914335)	0135896-01073012908
7.1	2.0	5.0	AL	Hoover	(33.41869377200, -86.7221318390)	0135896-01073012910
3.2	2.0	3.5	AL	Hoover	(33.38390166260, -86.7952291977)	0135896-01073012912
4.4	2.7	4.7	AL	Hoover	(33.37360789300, -86.7933750260)	0135896-01073012913
5.8	2.1	4.9	AL	Hoover	(33.31280462990, -86.9005020080)	0135896-01073014203
5.2	1.8	3.9	AL	Hoover	(33.33917834940, -86.8888460736)	0135896-01073014204
5.0	1.8	3.9	AL	Hoover	(33.39237928670, -86.8833755105)	0135896-01073014302
6.9	2.3	5.5	AL	Hoover	(33.43121366990, -86.8228782375)	0135896-01073014404
6.2	2.3	5.3	AL	Hoover	(33.42239422110, -86.8292726164)	0135896-01073014405
8.6	2.4	6.4	AL	Hoover	(33.40194561180, -86.8333493253)	0135896-01073014406
5.0	1.9	4.0	AL	Hoover	(33.37149060810, -86.8110962421)	0135896-01073014408
10.4	3.4	8.5	AL	Hoover	(33.39401851920, -86.8147403690)	0135896-01073014409
5.9	1.8	4.4	AL	Hoover	(33.34942080780, -86.8444278718)	0135896-01073014410
7.5	2.1	5.4	AL	Hoover	(33.40198065360, -86.8503435747)	0135896-01073014412
6.8	1.9	4.8	AL	Hoover	(33.37339197610, -86.8534900912)	0135896-01073014413
2.1	1.1	1.8	AL	Hoover	(33.42312540400, -86.6963918322)	0135896-01117030212
7.9	2.3	5.8	AL	Hoover	(33.41742140800, -86.6452578981)	0135896-01117030216
8.2	2.5	6.4	AL	Hoover	(33.43842175830, -86.6382002523)	0135896-01117030217
8.2	2.7	6.7	AL	Hoover	(33.40738919910, -86.7208501712)	0135896-01117030303
7.7	2.3	5.8	AL	Hoover	(33.38462648190, -86.7606477683)	0135896-01117030304
7.5	2.3	5.9	AL	Hoover	(33.35063232470, -86.7740677526)	0135896-01117030305
5.5	2.0	4.5	AL	Hoover	(33.35860193420, -86.7921165874)	0135896-01117030314
11.5	3.8	9.6	AL	Hoover	(33.41398237700, -86.6887566067)	0135896-01117030330
7.8	2.2	5.6	AL	Hoover	(33.34838995280, -86.8194470284)	0135896-01117030333
5.6	1.9	4.3	AL	Hoover	(33.30458725890, -86.8872412717)	0135896-01117030334
8.8	2.9	7.2	AL	Hoover	(33.40999055220, -86.6692093971)	0135896-01117030344
3.6	1.6	2.8	AL	Huntsville	(34.77870377440, -86.7954879957)	0137000-01083020802
4.7	2.2	4.2	AL	Huntsville	(34.65423653370, -86.8340393074)	0137000-01083021200
5.4	7.5	9.6	AL	Huntsville	(34.77415537750, -86.5495493410)	0137000-01089000201
2.6	2.6	4.1	AL	Huntsville	(34.77912474000, -86.5733058245)	0137000-01089000202
6.0	5.0	8.0	AL	Huntsville	(34.78304301590, -86.5898406106)	0137000-01089000301
5.6	5.5	8.0	AL	Huntsville	(34.78232820550, -86.6077359957)	0137000-01089000302
6.1	4.4	7.0	AL	Huntsville	(34.80497616100, -86.6173786791)	0137000-01089000403
6.3	4.4	7.5	AL	Huntsville	(34.77522353720, -86.6353459087)	0137000-01089000501
6.0	5.0	7.7	AL	Huntsville	(34.76793016070, -86.6346783481)	0137000-01089000502
6.0	4.2	7.0	AL	Huntsville	(34.76287823920, -86.6284919984)	0137000-01089000503
6.8	4.3	7.9	AL	Huntsville	(34.75386339770, -86.6345027163)	0137000-01089000601
7.2	5.6	9.5	AL	Huntsville	(34.75471875850, -86.6194210493)	0137000-01089000602
5.8	5.8	8.8	AL	Huntsville	(34.76723497430, -86.6021900616)	0137000-01089000701
9.0	6.5	11.1	AL	Huntsville	(34.75446961230, -86.6028564877)	0137000-01089000702
9.4	3.6	8.8	AL	Huntsville	(34.75967373490, -86.5476195578)	0137000-01089000901
6.6	2.5	5.8	AL	Huntsville	(34.74500239430, -86.5537451839)	0137000-01089000902
6.2	2.8	6.1	AL	Huntsville	(34.74224547430, -86.5731180893)	0137000-01089001000
4.7	7.8	9.4	AL	Huntsville	(34.73384467960, -86.6054015480)	0137000-01089001200
3.2	3.2	4.9	AL	Huntsville	(34.74159244410, -86.6376750613)	0137000-01089001301
6.0	4.0	7.0	AL	Huntsville	(34.74357584140, -86.6210579514)	0137000-01089001302
5.2	1.8	4.0	AL	Huntsville	(34.73982020920, -86.7028564991)	0137000-01089001401
4.9	2.4	4.9	AL	Huntsville	(34.72300643750, -86.6778493286)	0137000-01089001402
4.4	3.1	5.8	AL	Huntsville	(34.72757496750, -86.6286529050)	0137000-01089001500
8.7	2.5	6.4	AL	Huntsville	(34.72731920670, -86.5673769121)	0137000-01089001700
9.7	2.8	7.4	AL	Huntsville	(34.73192770320, -86.5410481630)	0137000-01089001801
9.5	2.5	6.9	AL	Huntsville	(34.70977660010, -86.5513936181)	0137000-01089001901
12.1	3.5	9.1	AL	Huntsville	(34.68310422570, -86.5340662737)	0137000-01089001902
9.5	2.6	7.0	AL	Huntsville	(34.68979726800, -86.5609191140)	0137000-01089001903
7.6	2.4	5.9	AL	Huntsville	(34.71193467460, -86.5826069614)	0137000-01089002000
5.1	6.0	9.4	AL	Huntsville	(34.71784062120, -86.6062334588)	0137000-01089002100
6.2	5.2	9.1	AL	Huntsville	(34.71653761040, -86.6298997727)	0137000-01089002200
5.9	4.7	8.7	AL	Huntsville	(34.70551738870, -86.6182383928)	0137000-01089002300
4.8	3.8	6.9	AL	Huntsville	(34.69080318060, -86.6186517968)	0137000-01089002400
3.3	4.0	6.4	AL	Huntsville	(34.69946516540, -86.5969623785)	0137000-01089002501
3.6	3.4	5.5	AL	Huntsville	(34.68010749030, -86.5952973836)	0137000-01089002502
9.9	3.9	9.2	AL	Huntsville	(34.69154074570, -86.5750840742)	0137000-01089002600
10.1	3.2	8.1	AL	Huntsville	(34.66137507850, -86.5632512320)	0137000-01089002701
9.5	3.3	8.4	AL	Huntsville	(34.65904905450, -86.5478368534)	0137000-01089002721
8.8	2.4	6.5	AL	Huntsville	(34.65608279870, -86.5289542697)	0137000-01089002722
8.6	3.5	8.1	AL	Huntsville	(34.65761567530, -86.5825008433)	0137000-01089002801
6.6	2.5	5.8	AL	Huntsville	(34.60841230700, -86.5753881086)	0137000-01089002802
8.5	2.9	7.3	AL	Huntsville	(34.63659183480, -86.5527165626)	0137000-01089002911
8.6	2.5	6.7	AL	Huntsville	(34.63506927320, -86.5282060629)	0137000-01089002912
7.2	3.0	6.8	AL	Huntsville	(34.60926246150, -86.5553843441)	0137000-01089002921
7.6	2.2	5.8	AL	Huntsville	(34.61275558800, -86.5329568642)	0137000-01089002922
6.8	6.6	11.8	AL	Huntsville	(34.75076143820, -86.5879318773)	0137000-01089003000
6.7	4.6	9.1	AL	Huntsville	(34.72992685180, -86.5859709335)	0137000-01089003100
8.4	5.4	9.9	AL	Huntsville	(34.83899447750, -86.6593590601)	0137000-01089010502
4.9	1.9	3.9	AL	Huntsville	(34.76363744970, -86.7500225775)	0137000-01089010612
3.5	2.1	3.6	AL	Huntsville	(34.75763157920, -86.6692300807)	0137000-01089010622
5.2	1.8	3.8	AL	Huntsville	(34.78080330410, -86.7409717865)	0137000-01089010623
5.2	2.1	4.4	AL	Huntsville	(34.79009444980, -86.7834831275)	0137000-01089010624
4.7	2.7	4.8	AL	Huntsville	(34.81038039000, -86.5608386672)	0137000-01089010702
7.2	2.7	6.4	AL	Huntsville	(34.74608847510, -86.5129810014)	0137000-01089010800
6.6	1.8	4.5	AL	Huntsville	(34.67393650150, -86.4700242692)	0137000-01089010901
3.3	1.3	2.7	AL	Huntsville	(34.69900293130, -86.7108145743)	0137000-01089011022
4.4	1.6	3.5	AL	Huntsville	(34.63148164160, -86.7569226404)	0137000-01089011200
8.3	3.3	8.1	AL	Huntsville	(34.58714954140, -86.5141757841)	0137000-01089011300
7.2	6.0	10.7	AL	Mobile	(30.69111434590, -88.0480222466)	0150000-01097000200
5.8	6.8	9.3	AL	Mobile	(30.69908406900, -88.0588857620)	0150000-01097000401
8.6	12.7	15.5	AL	Mobile	(30.70432697970, -88.0521437726)	0150000-01097000402
6.2	8.3	11.0	AL	Mobile	(30.70554970280, -88.0663774985)	0150000-01097000500
6.1	8.8	11.1	AL	Mobile	(30.71213641650, -88.0759539596)	0150000-01097000600
6.9	9.6	12.6	AL	Mobile	(30.71284246480, -88.0861100988)	0150000-01097000701
7.1	8.8	11.9	AL	Mobile	(30.72124742060, -88.0937646151)	0150000-01097000702
7.4	6.5	9.7	AL	Mobile	(30.70590955400, -88.0923250223)	0150000-01097000800
5.2	3.3	6.1	AL	Mobile	(30.69196091850, -88.0738103038)	0150000-01097000901
6.7	2.9	6.2	AL	Mobile	(30.68341309110, -88.0744007026)	0150000-01097000902
5.7	4.4	7.3	AL	Mobile	(30.67739454270, -88.0734909831)	0150000-01097000903
4.8	3.6	6.4	AL	Mobile	(30.68687358280, -88.0602180151)	0150000-01097001001
6.1	3.6	6.4	AL	Mobile	(30.67797657520, -88.0606970022)	0150000-01097001002
7.5	7.5	10.9	AL	Mobile	(30.67785041520, -88.0488553183)	0150000-01097001100
3.7	6.6	8.3	AL	Mobile	(30.69103781700, -88.0266676807)	0150000-01097001200
5.3	6.2	8.4	AL	Mobile	(30.66686558280, -88.0633976190)	0150000-01097001302
6.0	7.0	9.7	AL	Mobile	(30.66819804650, -88.0769676916)	0150000-01097001400
5.3	8.1	9.7	AL	Mobile	(30.65513005830, -88.0777450896)	0150000-01097001501
4.1	7.6	8.5	AL	Mobile	(30.65687850570, -88.0688373986)	0150000-01097001502
6.3	5.1	8.9	AL	Mobile	(30.58958234570, -88.0711539453)	0150000-01097001800
6.4	5.5	9.7	AL	Mobile	(30.58797455420, -88.0902169241)	0150000-01097001901
6.4	4.8	8.8	AL	Mobile	(30.60325006460, -88.0983946403)	0150000-01097001902
7.4	3.4	7.5	AL	Mobile	(30.61508870810, -88.1166114551)	0150000-01097002000
5.3	5.1	7.8	AL	Mobile	(30.64429553460, -88.1118639004)	0150000-01097002100
6.2	6.3	9.6	AL	Mobile	(30.65009859120, -88.1000989399)	0150000-01097002200
4.7	5.8	7.7	AL	Mobile	(30.64961027780, -88.0922702421)	0150000-01097002301
6.0	7.9	10.4	AL	Mobile	(30.65246809800, -88.0853320924)	0150000-01097002302
5.2	5.6	8.2	AL	Mobile	(30.66909226800, -88.0925624060)	0150000-01097002400
5.6	2.0	4.7	AL	Mobile	(30.67984343430, -88.0933051805)	0150000-01097002501
7.3	2.9	6.6	AL	Mobile	(30.69225105230, -88.0897047531)	0150000-01097002502
7.5	7.4	11.3	AL	Mobile	(30.70728678100, -88.1107454976)	0150000-01097002600
6.1	6.6	9.5	AL	Mobile	(30.69503232780, -88.1140854554)	0150000-01097002700
6.0	5.3	8.9	AL	Mobile	(30.68257782930, -88.1144824840)	0150000-01097002800
6.2	3.8	7.2	AL	Mobile	(30.66664762170, -88.1167950538)	0150000-01097002900
8.1	3.3	7.6	AL	Mobile	(30.62708315640, -88.1378297631)	0150000-01097003000
9.2	3.5	8.6	AL	Mobile	(30.64346087250, -88.1437968495)	0150000-01097003100
6.5	3.9	7.4	AL	Mobile	(30.65555966660, -88.1530542944)	0150000-01097003202
5.6	4.3	7.9	AL	Mobile	(30.66920227920, -88.1601468798)	0150000-01097003203
3.1	2.4	3.9	AL	Mobile	(30.66981533890, -88.1370982243)	0150000-01097003204
4.2	4.3	6.4	AL	Mobile	(30.66092596490, -88.1415501509)	0150000-01097003205
7.1	3.3	7.1	AL	Mobile	(30.68103281010, -88.1375068452)	0150000-01097003301
6.5	2.1	5.2	AL	Mobile	(30.69863166840, -88.1362001680)	0150000-01097003302
5.4	4.4	7.1	AL	Mobile	(30.73214198380, -88.1398840424)	0150000-01097003402
5.1	4.8	7.3	AL	Mobile	(30.71566407050, -88.1988146358)	0150000-01097003404
8.0	4.1	8.2	AL	Mobile	(30.71425400720, -88.1825248540)	0150000-01097003405
6.6	3.6	7.1	AL	Mobile	(30.71456460750, -88.1485291165)	0150000-01097003406
5.3	3.8	6.4	AL	Mobile	(30.73492903760, -88.2013303679)	0150000-01097003407
6.6	3.8	7.3	AL	Mobile	(30.73233374830, -88.1733792638)	0150000-01097003408
6.8	2.8	6.4	AL	Mobile	(30.70067676130, -88.1612901736)	0150000-01097003501
9.3	2.5	6.8	AL	Mobile	(30.68459960460, -88.1583075357)	0150000-01097003502
3.7	5.1	6.9	AL	Mobile	(30.69908958490, -88.1996636214)	0150000-01097003602
0.7	0.3	0.7	AL	Mobile	(30.69516284080, -88.1823467808)	0150000-01097003605
6.0	2.7	6.0	AL	Mobile	(30.68277338160, -88.1806303703)	0150000-01097003606
5.3	3.5	6.5	AL	Mobile	(30.68636910650, -88.1981948583)	0150000-01097003607
6.7	3.2	6.6	AL	Mobile	(30.70524979620, -88.1835855457)	0150000-01097003608
5.8	2.9	6.1	AL	Mobile	(30.67184916430, -88.1996782045)	0150000-01097003703
7.1	2.6	6.1	AL	Mobile	(30.66875652800, -88.1808164794)	0150000-01097003704
6.8	2.7	6.2	AL	Mobile	(30.65060680760, -88.1992010428)	0150000-01097003705
6.9	2.6	6.0	AL	Mobile	(30.65028138370, -88.1840895285)	0150000-01097003706
6.6	3.8	7.5	AL	Mobile	(30.65477527470, -88.1700405311)	0150000-01097003707
6.8	2.6	5.9	AL	Mobile	(30.62677463880, -88.1989550161)	0150000-01097003708
7.2	3.4	7.2	AL	Mobile	(30.62277665130, -88.1790568246)	0150000-01097003709
8.8	4.2	9.1	AL	Mobile	(30.63260663220, -88.1648251395)	0150000-01097003710
6.5	6.8	9.6	AL	Mobile	(30.78906219700, -88.0305345981)	0150000-01097003800
6.6	8.7	11.7	AL	Mobile	(30.72731679100, -88.1131647411)	0150000-01097003901
6.3	9.9	12.7	AL	Mobile	(30.72007217890, -88.1054110063)	0150000-01097003902
6.1	4.7	8.1	AL	Mobile	(30.70029009010, -88.2192619109)	0150000-01097006402
6.4	3.7	7.8	AL	Mobile	(30.69148010360, -88.2526497197)	0150000-01097006403
5.2	2.4	5.0	AL	Mobile	(30.67637456790, -88.2297916280)	0150000-01097006404
4.3	1.8	3.5	AL	Mobile	(30.67662002650, -88.2188242280)	0150000-01097006405
6.5	2.6	5.9	AL	Mobile	(30.62395135110, -88.2154520103)	0150000-01097006801
6.5	3.3	7.4	AL	Mobile	(30.60092057980, -88.1776807611)	0150000-01097006802
7.8	3.1	7.7	AL	Mobile	(30.57616134310, -88.1453387206)	0150000-01097007000
5.6	6.5	9.1	AL	Mobile	(30.54382499300, -88.1491393618)	0150000-01097007102
6.4	3.9	7.6	AL	Mobile	(30.63090434140, -88.0721066621)	0150000-01097007400
3.8	4.9	7.1	AL	Montgomery	(32.37943081870, -86.3080487232)	0151000-01101000100
5.6	6.5	9.7	AL	Montgomery	(32.37201752990, -86.3087966777)	0151000-01101000200
5.4	6.8	9.4	AL	Montgomery	(32.40440281260, -86.3134168177)	0151000-01101000300
6.3	6.2	10.0	AL	Montgomery	(32.39721293250, -86.2846513134)	0151000-01101000400
4.7	3.1	5.7	AL	Montgomery	(32.38174568120, -86.2818242743)	0151000-01101000500
7.1	10.3	13.3	AL	Montgomery	(32.37155555700, -86.2915878403)	0151000-01101000600
6.2	7.3	10.4	AL	Montgomery	(32.36349241630, -86.3081264840)	0151000-01101000700
2.3	1.2	2.3	AL	Montgomery	(32.38236251120, -86.3566609035)	0151000-01101000900
4.7	7.8	9.6	AL	Montgomery	(32.36846008140, -86.3391851440)	0151000-01101001000
6.3	9.7	12.4	AL	Montgomery	(32.36213955000, -86.3291106364)	0151000-01101001100
5.9	10.1	12.2	AL	Montgomery	(32.35873301220, -86.3177822117)	0151000-01101001200
6.0	4.5	7.3	AL	Montgomery	(32.35133054680, -86.3072708479)	0151000-01101001300
5.7	2.4	5.1	AL	Montgomery	(32.35265137060, -86.2916355914)	0151000-01101001400
3.6	3.2	5.0	AL	Montgomery	(32.36117100050, -86.2833604743)	0151000-01101001500
5.5	5.5	8.5	AL	Montgomery	(32.37431052850, -86.2736823376)	0151000-01101001600
7.3	3.4	7.3	AL	Montgomery	(32.37140994720, -86.2550847170)	0151000-01101001700
7.7	4.3	8.6	AL	Montgomery	(32.39621250740, -86.2661554543)	0151000-01101001800
8.8	4.0	8.7	AL	Montgomery	(32.39413693390, -86.2513879167)	0151000-01101001900
8.2	3.5	7.5	AL	Montgomery	(32.34098409040, -86.2724638266)	0151000-01101002000
5.5	4.6	7.0	AL	Montgomery	(32.33568951830, -86.2907870282)	0151000-01101002100
5.9	6.9	9.2	AL	Montgomery	(32.33561263690, -86.3078024695)	0151000-01101002201
5.6	8.4	10.3	AL	Montgomery	(32.31768026430, -86.3055459873)	0151000-01101002202
6.6	6.3	8.9	AL	Montgomery	(32.33600852580, -86.3230524618)	0151000-01101002300
6.8	6.2	9.0	AL	Montgomery	(32.34070931880, -86.3354058177)	0151000-01101002400
4.8	4.5	7.1	AL	Montgomery	(32.41695213030, -86.2694458032)	0151000-01101002500
8.6	3.5	8.0	AL	Montgomery	(32.38908443210, -86.2305310311)	0151000-01101002600
8.6	2.9	7.1	AL	Montgomery	(32.37215195450, -86.2284588307)	0151000-01101002700
6.7	3.7	6.8	AL	Montgomery	(32.33481909580, -86.2525307261)	0151000-01101002800
4.5	4.7	6.3	AL	Montgomery	(32.31612749230, -86.2488675515)	0151000-01101002900
5.0	6.3	8.6	AL	Montgomery	(32.35106217170, -86.3596914392)	0151000-01101003000
4.7	5.0	6.7	AL	Montgomery	(32.31866831200, -86.2894380654)	0151000-01101003100
5.5	4.4	6.6	AL	Montgomery	(32.30725387250, -86.2646578294)	0151000-01101003200
8.1	3.5	7.6	AL	Montgomery	(32.35516191940, -86.2576578215)	0151000-01101003301
6.0	3.3	6.1	AL	Montgomery	(32.34824165520, -86.2328956753)	0151000-01101003302
4.2	2.8	4.2	AL	Montgomery	(32.42075356900, -86.2187987157)	0151000-01101005101
6.1	6.7	9.1	AL	Montgomery	(32.42693675890, -86.2826263124)	0151000-01101005102
2.3	1.2	1.8	AL	Montgomery	(32.40676930750, -86.2467020780)	0151000-01101005301
5.3	4.1	7.1	AL	Montgomery	(32.40511913820, -86.2256929901)	0151000-01101005302
5.6	3.6	6.1	AL	Montgomery	(32.39334335800, -86.1995768254)	0151000-01101005402
4.4	2.8	4.9	AL	Montgomery	(32.37223204540, -86.2009167055)	0151000-01101005403
7.7	2.7	6.2	AL	Montgomery	(32.35119843420, -86.1642957430)	0151000-01101005406
6.0	2.4	5.1	AL	Montgomery	(32.37183841500, -86.1707891569)	0151000-01101005407
6.8	2.9	6.1	AL	Montgomery	(32.39392048800, -86.1628940480)	0151000-01101005408
5.1	2.7	5.2	AL	Montgomery	(32.35762535380, -86.2022516540)	0151000-01101005409
4.3	2.7	4.6	AL	Montgomery	(32.34752325520, -86.2085202709)	0151000-01101005410
5.1	3.0	5.6	AL	Montgomery	(32.37611482780, -86.1216054231)	0151000-01101005501
5.1	1.7	3.7	AL	Montgomery	(32.35078575690, -86.1325386430)	0151000-01101005503
