CANCER_CrudePrev	STROKE_CrudePrev	CHD_CrudePrev	stateabbr	placename	Geolocation	fips_place_tract
5.5	5.1	7.8	AL	Birmingham	(33.5794328326, -86.7228323926)	0107000-01073000100
5.0	5.3	8.0	AL	Birmingham	(33.5428208686, -86.752433978)	0107000-01073000300
5.6	6.5	9.1	AL	Birmingham	(33.5632449633, -86.7640474064)	0107000-01073000400
6.1	8.0	10.8	AL	Birmingham	(33.5442404594, -86.7749130719)	0107000-01073000500
6.0	8.8	11.2	AL	Birmingham	(33.5525406139, -86.8016893706)	0107000-01073000700
7.0	7.5	10.8	AL	Birmingham	(33.549697789, -86.8330944744)	0107000-01073000800
6.9	5.6	8.3	AL	Birmingham	(33.5429143325, -86.8756782852)	0107000-01073001100
6.8	7.3	10.3	AL	Birmingham	(33.5278767706, -86.8604161686)	0107000-01073001200
7.3	7.6	10.9	AL	Birmingham	(33.5261497258, -86.835146606)	0107000-01073001400
5.8	7.2	10.0	AL	Birmingham	(33.5298727342, -86.8197191685)	0107000-01073001500
6.9	8.4	11.7	AL	Birmingham	(33.5372993423, -86.8036590482)	0107000-01073001600
5.5	6.3	8.9	AL	Birmingham	(33.5532050997, -86.7429801603)	0107000-01073001902
6.2	6.0	8.7	AL	Birmingham	(33.5541574106, -86.7167229915)	0107000-01073002000
5.9	4.9	7.6	AL	Birmingham	(33.5650015942, -86.7101024766)	0107000-01073002100
5.6	5.5	7.9	AL	Birmingham	(33.5521301205, -86.7276759508)	0107000-01073002200
5.2	6.3	8.2	AL	Birmingham	(33.5383153207, -86.7270445428)	0107000-01073002303
5.6	2.1	4.2	AL	Birmingham	(33.5333415976, -86.7479566084)	0107000-01073002305
7.7	2.7	6.2	AL	Birmingham	(33.5213873564, -86.7490031289)	0107000-01073002306
5.2	5.0	7.4	AL	Birmingham	(33.5260748309, -86.7830315488)	0107000-01073002400
4.9	4.4	7.0	AL	Birmingham	(33.5176008419, -86.8106887452)	0107000-01073002700
6.6	8.1	11.0	AL	Birmingham	(33.5132498864, -86.83004749)	0107000-01073002900
4.8	3.5	5.5	AL	Birmingham	(33.5125158094, -86.8577164946)	0107000-01073003001
7.1	8.9	11.6	AL	Birmingham	(33.512258109, -86.8441439907)	0107000-01073003002
5.7	5.9	8.4	AL	Birmingham	(33.5059655756, -86.8745506086)	0107000-01073003100
6.2	8.3	10.7	AL	Birmingham	(33.5094018502, -86.8859081961)	0107000-01073003200
7.0	8.5	11.7	AL	Birmingham	(33.5171261108, -86.8913819749)	0107000-01073003300
5.7	6.7	9.1	AL	Birmingham	(33.5052229234, -86.9014844656)	0107000-01073003400
5.6	5.7	8.2	AL	Birmingham	(33.5065714011, -86.9195910063)	0107000-01073003500
6.7	5.0	7.6	AL	Birmingham	(33.48476397, -86.8981392947)	0107000-01073003600
5.3	5.0	7.0	AL	Birmingham	(33.4969018589, -86.8907729426)	0107000-01073003700
5.7	5.2	7.5	AL	Birmingham	(33.4785707794, -86.890000907)	0107000-01073003802
6.2	6.6	9.1	AL	Birmingham	(33.485945214, -86.869692186)	0107000-01073003803
5.0	6.4	8.5	AL	Birmingham	(33.4989959327, -86.8647600038)	0107000-01073003900
6.3	7.4	10.2	AL	Birmingham	(33.4953246015, -86.8516232073)	0107000-01073004000
6.3	6.6	9.6	AL	Birmingham	(33.5007439361, -86.8270720379)	0107000-01073004200
2.4	2.0	3.2	AL	Birmingham	(33.5041857556, -86.8033798346)	0107000-01073004500
6.7	2.6	5.8	AL	Birmingham	(33.5075242148, -86.7836675838)	0107000-01073004701
7.8	2.3	5.9	AL	Birmingham	(33.5119902661, -86.7694550989)	0107000-01073004702
8.6	2.9	7.2	AL	Birmingham	(33.4989064008, -86.78269914)	0107000-01073004800
5.9	2.2	5.0	AL	Birmingham	(33.4971595645, -86.7917440668)	0107000-01073004901
3.9	2.0	3.8	AL	Birmingham	(33.4935824043, -86.8009294603)	0107000-01073004902
4.3	2.2	4.4	AL	Birmingham	(33.4866689795, -86.8173262831)	0107000-01073005000
5.5	7.6	9.7	AL	Birmingham	(33.4945909008, -86.834763936)	0107000-01073005101
8.7	7.6	11.2	AL	Birmingham	(33.485714885, -86.8327817467)	0107000-01073005103
3.0	2.7	3.8	AL	Birmingham	(33.4749941816, -86.8335421747)	0107000-01073005104
7.1	7.0	9.9	AL	Birmingham	(33.4806708775, -86.8508671514)	0107000-01073005200
8.2	4.0	8.1	AL	Birmingham	(33.5766456449, -86.6965590316)	0107000-01073005302
6.3	7.2	10.1	AL	Birmingham	(33.5670293898, -86.8005567213)	0107000-01073005500
9.8	4.0	8.8	AL	Birmingham	(33.5200981234, -86.7272063198)	0107000-01073005600
6.7	6.5	9.1	AL	Birmingham	(33.4629543329, -86.8898406628)	0107000-01073005701
7.4	7.3	10.4	AL	Birmingham	(33.4698691385, -86.874290602)	0107000-01073005702
3.9	2.5	4.4	AL	Birmingham	(33.479062325, -86.8128063089)	0107000-01073005800
7.7	4.1	7.9	AL	Birmingham	(33.597162309, -86.6766736351)	0107000-01073005903
6.9	5.0	8.6	AL	Birmingham	(33.603988456, -86.7008123418)	0107000-01073005905
7.3	3.6	7.0	AL	Birmingham	(33.6142861501, -86.6691996417)	0107000-01073005907
6.8	4.5	7.9	AL	Birmingham	(33.6182924432, -86.6801483084)	0107000-01073005908
5.8	3.6	5.8	AL	Birmingham	(33.611811773, -86.7214221514)	0107000-01073005909
5.4	3.8	5.9	AL	Birmingham	(33.6299017499, -86.7194311229)	0107000-01073005910
7.4	7.8	11.0	AL	Birmingham	(33.4363786806, -86.9128923072)	0107000-01073010500
3.0	1.6	2.4	AL	Birmingham	(33.473886155, -86.8146487762)	0107000-01073010701
4.0	1.8	3.6	AL	Birmingham	(33.4443709442, -86.8405352645)	0107000-01073010706
8.0	2.2	5.1	AL	Birmingham	(33.514097853, -86.7466971362)	0107000-01073010801
11.8	2.8	7.7	AL	Birmingham	(33.4885493477, -86.780843024)	0107000-01073010802
6.1	2.5	5.0	AL	Birmingham	(33.5229093892, -86.7102618642)	0107000-01073010803
8.4	4.1	7.1	AL	Birmingham	(33.4952792472, -86.6987184974)	0107000-01073010805
6.7	3.5	6.6	AL	Birmingham	(33.6159436433, -86.6557892507)	0107000-01073011104
4.8	3.1	4.9	AL	Birmingham	(33.6718848706, -86.6772510465)	0107000-01073011207
4.8	3.8	5.8	AL	Birmingham	(33.6557189992, -86.7050698349)	0107000-01073011209
3.8	2.8	3.6	AL	Birmingham	(33.6641893755, -86.6956170686)	0107000-01073011210
5.5	3.5	5.6	AL	Birmingham	(33.6252575173, -86.6998610409)	0107000-01073011803
4.7	3.6	5.3	AL	Birmingham	(33.6474916175, -86.7042974424)	0107000-01073011804
7.3	5.5	8.6	AL	Birmingham	(33.593140185, -86.7357930541)	0107000-01073011904
11.6	7.6	12.3	AL	Birmingham	(33.5919486112, -86.864384068)	0107000-01073012001
6.2	2.5	5.6	AL	Birmingham	(33.5542816352, -87.0544691416)	0107000-01073012302
6.2	4.1	6.4	AL	Birmingham	(33.4695358064, -86.96831739)	0107000-01073012305
5.6	3.6	5.5	AL	Birmingham	(33.5571951048, -86.8777935049)	0107000-01073012401
7.1	4.0	7.7	AL	Birmingham	(33.549984172, -86.8994543327)	0107000-01073012402
7.2	6.7	10.3	AL	Birmingham	(33.529160486, -86.9346476445)	0107000-01073012500
7.9	5.3	9.9	AL	Birmingham	(33.570164674, -86.666430582)	0107000-01073012602
3.7	1.2	2.6	AL	Birmingham	(33.4681180943, -86.6671888213)	0107000-01073012703
7.0	2.3	6.0	AL	Birmingham	(33.5034195908, -86.6180983403)	0107000-01073012704
3.3	0.9	2.0	AL	Birmingham	(33.4439425865, -86.7212936938)	0107000-01073012803
8.1	8.7	12.3	AL	Birmingham	(33.46604181, -86.8567287797)	0107000-01073013002
7.4	7.7	10.8	AL	Birmingham	(33.44880214, -86.8878401579)	0107000-01073013100
7.2	7.6	10.7	AL	Birmingham	(33.4396443569, -86.9248768665)	0107000-01073013300
7.1	5.9	9.1	AL	Birmingham	(33.4729384906, -86.9547337648)	0107000-01073013901
4.4	2.2	3.5	AL	Birmingham	(33.4244658829, -86.8841474217)	0107000-01073014302
5.5	1.5	3.5	AL	Birmingham	(33.4226593117, -86.8508620751)	0107000-01073014413
5.2	1.6	4.0	AL	Birmingham	(33.4395975193, -86.6735959359)	0107000-01117030213
3.0	1.0	2.0	AL	Birmingham	(33.4258661239, -86.713819356)	0107000-01117030303
3.2	1.3	2.2	AL	Hoover	(33.4045161403, -86.7876502287)	0135896-01073012906
7.4	2.5	6.0	AL	Hoover	(33.4026873912, -86.770945069)	0135896-01073012907
6.1	2.7	5.9	AL	Hoover	(33.3984946605, -86.7988914335)	0135896-01073012908
7.8	2.1	5.3	AL	Hoover	(33.418693772, -86.722131839)	0135896-01073012910
3.4	2.1	3.7	AL	Hoover	(33.3839016626, -86.7952291977)	0135896-01073012912
4.8	2.6	4.6	AL	Hoover	(33.373607893, -86.793375026)	0135896-01073012913
6.4	2.1	5.1	AL	Hoover	(33.3128046299, -86.900502008)	0135896-01073014203
5.7	1.8	4.1	AL	Hoover	(33.3391783494, -86.8888460736)	0135896-01073014204
5.4	1.8	4.0	AL	Hoover	(33.3923792867, -86.8833755105)	0135896-01073014302
7.5	2.3	5.8	AL	Hoover	(33.4312136699, -86.8228782375)	0135896-01073014404
6.7	2.2	5.2	AL	Hoover	(33.4223942211, -86.8292726164)	0135896-01073014405
9.3	2.6	7.0	AL	Hoover	(33.4019456118, -86.8333493253)	0135896-01073014406
5.4	1.9	3.9	AL	Hoover	(33.3714906081, -86.8110962421)	0135896-01073014408
11.0	3.6	9.0	AL	Hoover	(33.3940185192, -86.814740369)	0135896-01073014409
6.4	1.8	4.5	AL	Hoover	(33.3494208078, -86.8444278718)	0135896-01073014410
8.1	2.2	5.8	AL	Hoover	(33.4019806536, -86.8503435747)	0135896-01073014412
7.4	2.0	5.1	AL	Hoover	(33.3733919761, -86.8534900912)	0135896-01073014413
2.3	1.1	1.9	AL	Hoover	(33.423125404, -86.6963918322)	0135896-01117030212
8.3	2.3	6.3	AL	Hoover	(33.417421408, -86.6452578981)	0135896-01117030216
8.6	2.4	6.7	AL	Hoover	(33.4384217583, -86.6382002523)	0135896-01117030217
8.6	2.7	7.1	AL	Hoover	(33.4073891991, -86.7208501712)	0135896-01117030303
8.1	2.3	6.4	AL	Hoover	(33.3846264819, -86.7606477683)	0135896-01117030304
7.9	2.3	6.4	AL	Hoover	(33.3506323247, -86.7740677526)	0135896-01117030305
5.8	1.9	4.6	AL	Hoover	(33.3586019342, -86.7921165874)	0135896-01117030314
12.1	3.9	10.5	AL	Hoover	(33.413982377, -86.6887566067)	0135896-01117030330
8.2	2.3	6.4	AL	Hoover	(33.3483899528, -86.8194470284)	0135896-01117030333
5.9	2.1	5.1	AL	Hoover	(33.3045872589, -86.8872412717)	0135896-01117030334
9.3	2.9	7.8	AL	Hoover	(33.4099905522, -86.6692093971)	0135896-01117030344
4.0	1.7	3.2	AL	Huntsville	(34.7787037744, -86.7954879957)	0137000-01083020802
5.2	2.2	4.5	AL	Huntsville	(34.6542365337, -86.8340393074)	0137000-01083021200
5.7	6.0	8.6	AL	Huntsville	(34.7741553775, -86.549549341)	0137000-01089000201
2.8	2.4	3.9	AL	Huntsville	(34.77912474, -86.5733058245)	0137000-01089000202
6.3	5.5	9.0	AL	Huntsville	(34.7830430159, -86.5898406106)	0137000-01089000301
6.0	4.8	7.6	AL	Huntsville	(34.7823282055, -86.6077359957)	0137000-01089000302
6.6	4.5	7.7	AL	Huntsville	(34.804976161, -86.6173786791)	0137000-01089000403
6.8	4.4	8.0	AL	Huntsville	(34.7752235372, -86.6353459087)	0137000-01089000501
6.3	5.6	8.8	AL	Huntsville	(34.7679301607, -86.6346783481)	0137000-01089000502
6.4	4.4	7.6	AL	Huntsville	(34.7628782392, -86.6284919984)	0137000-01089000503
7.1	5.1	9.4	AL	Huntsville	(34.7538633977, -86.6345027163)	0137000-01089000601
7.6	5.4	9.8	AL	Huntsville	(34.7547187585, -86.6194210493)	0137000-01089000602
6.1	5.5	8.9	AL	Huntsville	(34.7672349743, -86.6021900616)	0137000-01089000701
9.5	5.8	10.9	AL	Huntsville	(34.7544696123, -86.6028564877)	0137000-01089000702
10.0	3.4	9.1	AL	Huntsville	(34.7596737349, -86.5476195578)	0137000-01089000901
7.0	2.6	6.4	AL	Huntsville	(34.7450023943, -86.5537451839)	0137000-01089000902
6.6	2.6	6.2	AL	Huntsville	(34.7422454743, -86.5731180893)	0137000-01089001000
4.9	6.8	9.0	AL	Huntsville	(34.7338446796, -86.605401548)	0137000-01089001200
3.4	3.0	4.8	AL	Huntsville	(34.7415924441, -86.6376750613)	0137000-01089001301
6.4	4.3	7.9	AL	Huntsville	(34.7435758414, -86.6210579514)	0137000-01089001302
5.6	1.9	4.4	AL	Huntsville	(34.7398202092, -86.7028564991)	0137000-01089001401
5.2	2.4	5.3	AL	Huntsville	(34.7230064375, -86.6778493286)	0137000-01089001402
4.7	2.7	5.6	AL	Huntsville	(34.7275749675, -86.628652905)	0137000-01089001500
9.3	2.6	7.1	AL	Huntsville	(34.7273192067, -86.5673769121)	0137000-01089001700
10.4	2.8	8.0	AL	Huntsville	(34.7319277032, -86.541048163)	0137000-01089001801
10.1	2.7	7.7	AL	Huntsville	(34.7097766001, -86.5513936181)	0137000-01089001901
12.8	3.4	9.7	AL	Huntsville	(34.6831042257, -86.5340662737)	0137000-01089001902
10.1	2.7	7.9	AL	Huntsville	(34.689797268, -86.560919114)	0137000-01089001903
8.2	2.5	6.4	AL	Huntsville	(34.7119346746, -86.5826069614)	0137000-01089002000
5.3	5.2	9.1	AL	Huntsville	(34.7178406212, -86.6062334588)	0137000-01089002100
6.5	4.2	8.4	AL	Huntsville	(34.7165376104, -86.6298997727)	0137000-01089002200
6.2	4.1	8.4	AL	Huntsville	(34.7055173887, -86.6182383928)	0137000-01089002300
5.0	3.9	7.5	AL	Huntsville	(34.6908031806, -86.6186517968)	0137000-01089002400
3.5	3.3	5.9	AL	Huntsville	(34.6994651654, -86.5969623785)	0137000-01089002501
3.8	3.4	5.8	AL	Huntsville	(34.6801074903, -86.5952973836)	0137000-01089002502
10.5	3.9	9.9	AL	Huntsville	(34.6915407457, -86.5750840742)	0137000-01089002600
10.7	3.3	8.9	AL	Huntsville	(34.6613750785, -86.563251232)	0137000-01089002701
10.1	3.1	8.5	AL	Huntsville	(34.6590490545, -86.5478368534)	0137000-01089002721
9.4	2.6	7.2	AL	Huntsville	(34.6560827987, -86.5289542697)	0137000-01089002722
9.1	3.3	8.4	AL	Huntsville	(34.6576156753, -86.5825008433)	0137000-01089002801
7.0	2.5	6.4	AL	Huntsville	(34.608412307, -86.5753881086)	0137000-01089002802
9.1	2.8	7.7	AL	Huntsville	(34.6365918348, -86.5527165626)	0137000-01089002911
9.1	2.7	7.4	AL	Huntsville	(34.6350692732, -86.5282060629)	0137000-01089002912
7.7	2.7	6.8	AL	Huntsville	(34.6092624615, -86.5553843441)	0137000-01089002921
8.1	2.5	6.7	AL	Huntsville	(34.612755588, -86.5329568642)	0137000-01089002922
7.2	5.8	11.4	AL	Huntsville	(34.7507614382, -86.5879318773)	0137000-01089003000
7.1	4.1	9.0	AL	Huntsville	(34.7299268518, -86.5859709335)	0137000-01089003100
8.9	5.9	11.1	AL	Huntsville	(34.8389944775, -86.6593590601)	0137000-01089010502
5.3	2.1	4.5	AL	Huntsville	(34.7636374497, -86.7500225775)	0137000-01089010612
3.8	2.1	3.8	AL	Huntsville	(34.7576315792, -86.6692300807)	0137000-01089010622
5.6	1.9	4.3	AL	Huntsville	(34.7808033041, -86.7409717865)	0137000-01089010623
5.6	2.1	4.8	AL	Huntsville	(34.7900944498, -86.7834831275)	0137000-01089010624
5.1	2.9	5.2	AL	Huntsville	(34.81038039, -86.5608386672)	0137000-01089010702
7.6	2.7	6.9	AL	Huntsville	(34.7460884751, -86.5129810014)	0137000-01089010800
7.0	1.9	5.2	AL	Huntsville	(34.6739365015, -86.4700242692)	0137000-01089010901
3.6	1.2	2.8	AL	Huntsville	(34.6990029313, -86.7108145743)	0137000-01089011022
4.7	1.6	3.7	AL	Huntsville	(34.6314816416, -86.7569226404)	0137000-01089011200
8.8	3.5	9.2	AL	Huntsville	(34.5871495414, -86.5141757841)	0137000-01089011300
7.8	5.7	11.2	AL	Mobile	(30.6911143459, -88.0480222466)	0150000-01097000200
6.2	8.0	11.4	AL	Mobile	(30.699084069, -88.058885762)	0150000-01097000401
8.8	13.7	17.8	AL	Mobile	(30.7043269797, -88.0521437726)	0150000-01097000402
6.8	8.4	11.9	AL	Mobile	(30.7055497028, -88.0663774985)	0150000-01097000500
6.6	8.8	12.0	AL	Mobile	(30.7121364165, -88.0759539596)	0150000-01097000600
7.5	8.0	11.9	AL	Mobile	(30.7128424648, -88.0861100988)	0150000-01097000701
7.7	8.3	12.3	AL	Mobile	(30.7212474206, -88.0937646151)	0150000-01097000702
8.1	7.8	11.9	AL	Mobile	(30.705909554, -88.0923250223)	0150000-01097000800
5.7	3.0	6.1	AL	Mobile	(30.6919609185, -88.0738103038)	0150000-01097000901
7.4	2.7	6.6	AL	Mobile	(30.6834130911, -88.0744007026)	0150000-01097000902
6.2	4.3	7.8	AL	Mobile	(30.6773945427, -88.0734909831)	0150000-01097000903
5.3	3.5	6.9	AL	Mobile	(30.6868735828, -88.0602180151)	0150000-01097001001
6.5	4.1	7.7	AL	Mobile	(30.6779765752, -88.0606970022)	0150000-01097001002
8.1	7.2	11.3	AL	Mobile	(30.6778504152, -88.0488553183)	0150000-01097001100
4.0	5.7	8.0	AL	Mobile	(30.691037817, -88.0266676807)	0150000-01097001200
5.8	6.7	9.7	AL	Mobile	(30.6668655828, -88.063397619)	0150000-01097001302
6.5	6.9	10.4	AL	Mobile	(30.6681980465, -88.0769676916)	0150000-01097001400
5.8	7.5	9.8	AL	Mobile	(30.6551300583, -88.0777450896)	0150000-01097001501
4.5	7.0	8.5	AL	Mobile	(30.6568785057, -88.0688373986)	0150000-01097001502
6.8	4.9	9.3	AL	Mobile	(30.5895823457, -88.0711539453)	0150000-01097001800
6.9	4.8	9.6	AL	Mobile	(30.5879745542, -88.0902169241)	0150000-01097001901
6.9	4.5	9.1	AL	Mobile	(30.6032500646, -88.0983946403)	0150000-01097001902
8.1	3.5	8.4	AL	Mobile	(30.6150887081, -88.1166114551)	0150000-01097002000
5.7	4.3	7.6	AL	Mobile	(30.6442955346, -88.1118639004)	0150000-01097002100
6.7	5.3	9.2	AL	Mobile	(30.6500985912, -88.1000989399)	0150000-01097002200
5.1	5.1	7.7	AL	Mobile	(30.6496102778, -88.0922702421)	0150000-01097002301
6.5	8.4	11.9	AL	Mobile	(30.652468098, -88.0853320924)	0150000-01097002302
5.7	5.3	8.5	AL	Mobile	(30.669092268, -88.092562406)	0150000-01097002400
6.3	2.0	4.9	AL	Mobile	(30.6798434343, -88.0933051805)	0150000-01097002501
8.0	2.6	6.6	AL	Mobile	(30.6922510523, -88.0897047531)	0150000-01097002502
8.0	8.7	13.7	AL	Mobile	(30.707286781, -88.1107454976)	0150000-01097002600
6.5	6.0	9.5	AL	Mobile	(30.6950323278, -88.1140854554)	0150000-01097002700
6.4	4.5	8.6	AL	Mobile	(30.6825778293, -88.114482484)	0150000-01097002800
6.6	3.7	7.8	AL	Mobile	(30.6666476217, -88.1167950538)	0150000-01097002900
8.8	3.8	9.1	AL	Mobile	(30.6270831564, -88.1378297631)	0150000-01097003000
10.1	3.6	9.6	AL	Mobile	(30.6434608725, -88.1437968495)	0150000-01097003100
6.9	3.9	8.0	AL	Mobile	(30.6555596666, -88.1530542944)	0150000-01097003202
6.1	3.2	6.8	AL	Mobile	(30.6692022792, -88.1601468798)	0150000-01097003203
3.4	2.2	3.9	AL	Mobile	(30.6698153389, -88.1370982243)	0150000-01097003204
4.5	3.7	6.2	AL	Mobile	(30.6609259649, -88.1415501509)	0150000-01097003205
7.8	3.0	7.3	AL	Mobile	(30.6810328101, -88.1375068452)	0150000-01097003301
7.1	2.2	5.8	AL	Mobile	(30.6986316684, -88.136200168)	0150000-01097003302
5.9	4.0	7.3	AL	Mobile	(30.7321419838, -88.1398840424)	0150000-01097003402
5.5	4.6	7.7	AL	Mobile	(30.7156640705, -88.1988146358)	0150000-01097003404
8.7	4.0	8.8	AL	Mobile	(30.7142540072, -88.182524854)	0150000-01097003405
7.2	3.5	7.6	AL	Mobile	(30.7145646075, -88.1485291165)	0150000-01097003406
5.9	4.0	7.2	AL	Mobile	(30.7349290376, -88.2013303679)	0150000-01097003407
7.1	4.1	8.3	AL	Mobile	(30.7323337483, -88.1733792638)	0150000-01097003408
7.5	2.5	6.4	AL	Mobile	(30.7006767613, -88.1612901736)	0150000-01097003501
10.1	2.7	7.8	AL	Mobile	(30.6845996046, -88.1583075357)	0150000-01097003502
4.0	3.9	6.0	AL	Mobile	(30.6990895849, -88.1996636214)	0150000-01097003602
1.0	0.4	0.7	AL	Mobile	(30.6951628408, -88.1823467808)	0150000-01097003605
6.5	2.5	6.2	AL	Mobile	(30.6827733816, -88.1806303703)	0150000-01097003606
5.7	3.5	7.1	AL	Mobile	(30.6863691065, -88.1981948583)	0150000-01097003607
7.3	3.2	7.1	AL	Mobile	(30.7052497962, -88.1835855457)	0150000-01097003608
6.4	2.8	6.4	AL	Mobile	(30.6718491643, -88.1996782045)	0150000-01097003703
7.8	2.6	6.6	AL	Mobile	(30.668756528, -88.1808164794)	0150000-01097003704
7.4	2.5	6.4	AL	Mobile	(30.6506068076, -88.1992010428)	0150000-01097003705
7.5	2.7	6.8	AL	Mobile	(30.6502813837, -88.1840895285)	0150000-01097003706
7.2	3.4	7.5	AL	Mobile	(30.6547752747, -88.1700405311)	0150000-01097003707
7.4	2.5	6.3	AL	Mobile	(30.6267746388, -88.1989550161)	0150000-01097003708
7.8	3.3	7.8	AL	Mobile	(30.6227766513, -88.1790568246)	0150000-01097003709
9.5	4.1	9.8	AL	Mobile	(30.6326066322, -88.1648251395)	0150000-01097003710
7.1	6.4	9.9	AL	Mobile	(30.789062197, -88.0305345981)	0150000-01097003800
7.1	8.7	12.6	AL	Mobile	(30.727316791, -88.1131647411)	0150000-01097003901
6.7	9.5	13.3	AL	Mobile	(30.7200721789, -88.1054110063)	0150000-01097003902
6.6	5.1	9.2	AL	Mobile	(30.7002900901, -88.2192619109)	0150000-01097006402
6.8	3.4	7.9	AL	Mobile	(30.6914801036, -88.2526497197)	0150000-01097006403
5.6	2.3	5.2	AL	Mobile	(30.6763745679, -88.229791628)	0150000-01097006404
4.7	1.9	3.8	AL	Mobile	(30.6766200265, -88.218824228)	0150000-01097006405
7.2	2.6	6.5	AL	Mobile	(30.6239513511, -88.2154520103)	0150000-01097006801
7.0	3.1	7.8	AL	Mobile	(30.6009205798, -88.1776807611)	0150000-01097006802
8.5	3.2	8.5	AL	Mobile	(30.5761613431, -88.1453387206)	0150000-01097007000
6.2	5.4	8.5	AL	Mobile	(30.543824993, -88.1491393618)	0150000-01097007102
6.9	4.7	9.3	AL	Mobile	(30.6309043414, -88.0721066621)	0150000-01097007400
4.0	5.2	7.7	AL	Montgomery	(32.3794308187, -86.3080487232)	0151000-01101000100
6.0	6.7	10.4	AL	Montgomery	(32.3720175299, -86.3087966777)	0151000-01101000200
5.8	5.8	8.8	AL	Montgomery	(32.4044028126, -86.3134168177)	0151000-01101000300
6.6	5.5	9.8	AL	Montgomery	(32.3972129325, -86.2846513134)	0151000-01101000400
5.0	3.6	6.7	AL	Montgomery	(32.3817456812, -86.2818242743)	0151000-01101000500
7.5	9.4	13.1	AL	Montgomery	(32.371555557, -86.2915878403)	0151000-01101000600
6.7	6.1	9.6	AL	Montgomery	(32.3634924163, -86.308126484)	0151000-01101000700
2.6	1.3	2.6	AL	Montgomery	(32.3823625112, -86.3566609035)	0151000-01101000900
5.0	7.0	9.4	AL	Montgomery	(32.3684600814, -86.339185144)	0151000-01101001000
6.7	9.3	12.7	AL	Montgomery	(32.36213955, -86.3291106364)	0151000-01101001100
6.2	8.5	11.5	AL	Montgomery	(32.3587330122, -86.3177822117)	0151000-01101001200
6.5	4.0	7.1	AL	Montgomery	(32.3513305468, -86.3072708479)	0151000-01101001300
6.2	2.1	5.1	AL	Montgomery	(32.3526513706, -86.2916355914)	0151000-01101001400
3.9	3.4	5.4	AL	Montgomery	(32.3611710005, -86.2833604743)	0151000-01101001500
5.7	5.2	8.7	AL	Montgomery	(32.3743105285, -86.2736823376)	0151000-01101001600
7.7	3.5	7.9	AL	Montgomery	(32.3714099472, -86.255084717)	0151000-01101001700
8.2	3.7	8.4	AL	Montgomery	(32.3962125074, -86.2661554543)	0151000-01101001800
9.3	3.8	9.1	AL	Montgomery	(32.3941369339, -86.2513879167)	0151000-01101001900
8.8	3.0	7.4	AL	Montgomery	(32.3409840904, -86.2724638266)	0151000-01101002000
5.8	4.3	7.1	AL	Montgomery	(32.3356895183, -86.2907870282)	0151000-01101002100
6.3	6.7	9.5	AL	Montgomery	(32.3356126369, -86.3078024695)	0151000-01101002201
6.0	7.8	10.4	AL	Montgomery	(32.3176802643, -86.3055459873)	0151000-01101002202
7.0	7.1	10.2	AL	Montgomery	(32.3360085258, -86.3230524618)	0151000-01101002300
7.2	7.2	10.6	AL	Montgomery	(32.3407093188, -86.3354058177)	0151000-01101002400
5.1	4.6	7.5	AL	Montgomery	(32.4169521303, -86.2694458032)	0151000-01101002500
9.1	3.2	8.0	AL	Montgomery	(32.3890844321, -86.2305310311)	0151000-01101002600
9.1	3.4	8.5	AL	Montgomery	(32.3721519545, -86.2284588307)	0151000-01101002700
7.1	3.9	7.5	AL	Montgomery	(32.3348190958, -86.2525307261)	0151000-01101002800
4.9	4.6	6.5	AL	Montgomery	(32.3161274923, -86.2488675515)	0151000-01101002900
5.3	6.2	9.0	AL	Montgomery	(32.3510621717, -86.3596914392)	0151000-01101003000
5.0	4.5	6.5	AL	Montgomery	(32.318668312, -86.2894380654)	0151000-01101003100
5.9	5.0	7.6	AL	Montgomery	(32.3072538725, -86.2646578294)	0151000-01101003200
8.6	3.2	7.7	AL	Montgomery	(32.3551619194, -86.2576578215)	0151000-01101003301
6.5	3.1	6.3	AL	Montgomery	(32.3482416552, -86.2328956753)	0151000-01101003302
4.6	2.9	4.6	AL	Montgomery	(32.420753569, -86.2187987157)	0151000-01101005101
6.5	6.6	9.6	AL	Montgomery	(32.4269367589, -86.2826263124)	0151000-01101005102
2.6	1.0	1.7	AL	Montgomery	(32.4067693075, -86.246702078)	0151000-01101005301
5.7	3.2	6.4	AL	Montgomery	(32.4051191382, -86.2256929901)	0151000-01101005302
5.9	3.5	6.3	AL	Montgomery	(32.393343358, -86.1995768254)	0151000-01101005402
4.7	2.6	4.9	AL	Montgomery	(32.3722320454, -86.2009167055)	0151000-01101005403
8.3	2.5	6.4	AL	Montgomery	(32.3511984342, -86.164295743)	0151000-01101005406
6.5	2.1	5.0	AL	Montgomery	(32.371838415, -86.1707891569)	0151000-01101005407
7.3	2.8	6.5	AL	Montgomery	(32.393920488, -86.162894048)	0151000-01101005408
5.6	2.6	5.3	AL	Montgomery	(32.3576253538, -86.202251654)	0151000-01101005409
4.6	2.3	4.5	AL	Montgomery	(32.3475232552, -86.2085202709)	0151000-01101005410
5.4	3.0	6.0	AL	Montgomery	(32.3761148278, -86.1216054231)	0151000-01101005501
5.5	1.7	3.9	AL	Montgomery	(32.3507857569, -86.132538643)	0151000-01101005503
3.6	4.2	5.8	AL	Montgomery	(32.3042473154, -86.2240759865)	0151000-01101005603
6.1	2.5	5.0	AL	Montgomery	(32.3283759725, -86.2089536955)	0151000-01101005605
